অকৃতেষ্টি,adjective
অকৃতেষ্টিতা,noun
অকৃতোদ্বাহ,adjective
অকৃতোম্বাহ,adjective
অকৃতকার্য,adjective
অকৃতকার্যতা,noun
অকৃতকর্মা,adjective
অকৃতঘ্ন,adjective
অকৃতজ্ঞ,adjective
অকৃতজ্ঞতা,noun
অকৃততাপরাধ,adjective
অকৃতদার,adjective
অকৃতদ্বাহ,adjective
অকৃত্তিম,adjective
অকৃত্তিমতা,noun
অকৃত্য,adjective
অকৃত্যকারী,adjective
অকৃত্রিম,adjective
অকৃত্রিমতা,noun
অকৃদার,adjective
অকৃপ,adjective
অকৃপণ,adjective
অকৃপণতা,noun
অকৃষ্ট,adjective
অকেজো,adjective
অকেলাস,adjective
অকেশ,adjective
অকেশরপরাগকোষ,noun
অকৈতব,adjective
অকৈবল্য,noun
অকোট,noun
অকোপ,noun
অকোমল,adjective
অকৌটিল্য,noun
অকৌশল,noun
অকখর,noun
অকচ,adjective
অকটু,adjective
অকটকিনা,noun
অকঠিন,adjective
অকঠিনতা,noun
অকঠোর,adjective
অকড়িয়া,adjective
অকণ্টক,adjective
অকণ্ঠস্থ,adjective
অকথা,noun
অকথিত,adjective
অকথন,adjective
অকথনীয়,adjective
অকথনীয়,adverb
অকথ্য,noun
অকন্টক,adjective
অকন্টকে,adverb
অকপট,adjective
অকপটে,adverb
অকপটচিত্ত,adjective
অকপটতা,noun
অকবি,adjective
অকমর্ণ্য,adjective
অকম্প,adjective
অকম্পিত,adverb
অকম্পন,noun
অকম্প্র,noun
অকর,adjective
অকরুণ,noun
অকরূণ,adjective
অকরোটি,noun
অকরণ,noun
অকরণি,noun
অকরণিক,adjective
অকরণী,noun
অকরণীয়,adjective
অকরণীয়,adverb
অকরন,noun
অকর্ণ,noun
অকর্তা,adjective
অকর্তিত,adjective
অকর্তৃত্ব,noun
অকর্তব্য,adjective
অকর্ম,noun
অকর্মা,adjective
অকর্মান্বিত,adjective
অকর্মক,noun
অকর্মকান্ড,noun
অকর্মঠ,noun
অকর্মণ্য,adjective
অকর্মণ্যতা,noun
অকর্মন্য,adjective
অকর্মভোগ,noun
অকর্ষিত,adjective
অকলুষ,adjective
অকলুষিত,adjective
অকলঙ্ক,adjective
অকলঙ্কিত,adjective
অকলঙ্কী,adjective
অকলমন্দ,adjective
অকলমন্দি,noun
অকল্প,adjective
অকল্পিত,adjective
অকল্পনা,noun
অকল্পনীয়,adjective
অকল্পনীয়,adjective
অকল্মষ,adjective
অকল্যাণ,noun
অকল্যাণকর,adjective
অকল্যাণকরী,noun
অকষ্টকল্পিত,adjective
অকষ্টকল্পনা,noun
অকষ্টবদ্ধ,noun
অকসর,adverb
অকস্মাত,adverb
অকস্মাৎ,adverb
অক্কা,noun
অক্কাপ্রাপ্তি,noun
অক্টোপাস,noun
অক্টোবর,noun
অক্ত,adjective
অক্ত২,noun
অক্ত্র,noun
অক্রিয়,adjective
অক্রিয়া,noun
অক্রিয়াচরণ,noun
অক্রিয়কর্মা,adjective
অক্রিয়,adjective
অক্রিয়া,noun
অক্রিয়ারত,noun
অক্রীড়া,noun
অক্রূর,adjective
অক্রেয়,adjective
অক্রেয়,adverb
অক্রোধ,adjective
অক্রোধী,adjective
অক্রম,adjective
অক্রমিক,adjective
অক্লান্ত,adjective
অক্লান্তি,noun
অক্লান্তকর্মা,adjective
অক্লান্তভাবে,adverb
অক্লিষ্ট,adverb
অক্লিষ্টকর্মা,adjective
অক্লেশ,noun
অক্লেশে,adjective
অক্ষ,noun
অক্ষার,adjective
অক্ষাংশ,noun
অক্ষি,noun
অক্ষিকাচ,noun
অক্ষিকূট,noun
অক্ষিকূটক,noun
অক্ষিকোটর,noun
অক্ষিগোলক,noun
অক্ষিগত,adverb
অক্ষিতারা,noun
অক্ষিতারকা,noun
অক্ষিপুট,noun
অক্ষিপক্ষা,noun
অক্ষিপক্ষ্ম,noun
অক্ষিপট,noun
অক্ষিপটল,noun
অক্ষিপল্লব,noun
অক্ষিবিভ্রম,noun
অক্ষিভিষক,noun
অক্ষিশালাক্য,noun
অক্ষীকরণ,noun
অক্ষীণ,adjective
অক্ষীয়,adjective
অক্ষীয়,adverb
অক্ষুণ্ণ,adverb
অক্ষুণ্ণতা,noun
অক্ষুণ্ন,adjective
অক্ষুণ্নমনে,adverb
অক্ষুধা,noun
অক্ষুব্ধ,noun
অক্ষুব্ধচিত্তে,adverb
অক্ষোভ,adjective
অক্ষৌহিণী,noun
অক্ষক,noun
অক্ষকাস্থি,noun
অক্ষকিতব,adjective
অক্ষকুশল,adjective
অক্ষকূট,noun
অক্ষকোটি,noun
অক্ষকোবিদ,adjective
অক্ষকর্ণ,noun
অক্ষক্রীড়া,noun
অক্ষক্রীড়া,noun
অক্ষচক্র,noun
অক্ষজ,adverb
অক্ষজন,noun
অক্ষটী,noun
অক্ষণ,noun
অক্ষত,adjective
অক্ষতদেহ,adverb
অক্ষতদেহে,adverb
অক্ষতযোনি,adverb
অক্ষতযোনী,noun
অক্ষতশরীর,adverb
অক্ষতশরীরে,adverb
অক্ষদেবন,noun
অক্ষদণ্ড,noun
অক্ষদর্শক,noun
অক্ষধুরা,noun
অক্ষধূরা,noun
অক্ষধূর্ত,noun
অক্ষপাটি,noun
অক্ষপূট,noun
অক্ষপটল,noun
অক্ষবাট,noun
অক্ষবিচলন,noun
অক্ষবিত,noun
অক্ষবিদ,noun
অক্ষবিং,adjective
অক্ষবৃত্ত,noun
অক্ষবেত্তা,noun
অক্ষবর্তী,noun
অক্ষভাগ,noun
অক্ষম,adjective
অক্ষমা,noun
অক্ষমালা,noun
অক্ষমতা,noun
অক্ষয়,adjective
অক্ষয়তা,noun
অক্ষয়লোক,noun
অক্ষয়,adverb
অক্ষয়কীর্তি,noun
অক্ষয়তূণ,noun
অক্ষয়তৃতীয়া,noun
অক্ষয়বট,noun
অক্ষয়লোক,noun
অক্ষয়স্বর্গ,noun
অক্ষয়স্বর্গবাস,noun
অক্ষর,noun
অক্ষরানবদ্ধ,adjective
অক্ষরান্তরীকরন,noun
অক্ষরেখা,noun
অক্ষরজীবী,noun
অক্ষরজীবক,noun
অক্ষরতূলিকা,noun
অক্ষরপরিচয়,noun
অক্ষরবিন্যাস,noun
অক্ষরবৃত্ত,noun
অক্ষরমালা,noun
অক্ষরযোজক,noun
অক্ষশক্তি,noun
অক্ষসূএ,noun
অক্ষসূত্র,noun
অক্সিজেন,noun
অখাত,adjective
অখাদ্য,adjective
অখিল,adjective
অখিলাত্মা,noun
অখুশি,noun
অখুশী,adjective
অখণ্ড,adverb
অখণ্ডিত,adverb
অখণ্ডতা,noun
অখণ্ডত্ব,noun
অখণ্ডনীয়,adjective
অখণ্ডনীয়,adverb
অখণ্ডমণ্ডলাকার,adjective
অখণ্ড্য,adverb
অখদ্যে,adjective
অখন,adverb
অখন্ড,adjective
অখন্ডনীয়,adjective
অখল,adjective
অখ্যাত,adjective
অখ্যাতি,noun
অখ্যাতিকারক,adverb
অখ্যাতিকর,adverb
অখ্যাতিপূর্ণ,adjective
অখ্যাতনামা,adverb
অগ,adjective
অগা,adjective
অগাকান্ত,adjective
অগাচণ্ডী,adjective
অগাধ,adjective
অগাধজল,noun
অগামারা,adjective
অগার,noun
অগারাম,adjective
অগাস্ট,noun
অগীত,adjective
অগুণ,adjective
অগুনতি,adverb
অগুন্তি,adverb
অগুপ্ত,adjective
অগুরু,noun
অগুরুচন্দন,noun
অগূণ,noun
অগোছালো,adjective
অগোচর,adjective
অগোচরে,adjective
অগোছাল,adjective
অগোছালো,adjective
অগোছালভাবে,adverb
অগোপন,adjective
অগোর,adjective
অগৌণ,adjective
অগৌণে,adverb
অগৌরব,noun
অগঙ্গ,adjective
অগঠিত,adjective
অগণিত,adverb
অগণতান্ত্রিক,adjective
অগণন,adjective
অগণনীয়,adjective
অগণনীয়,adverb
অগণ্য,adverb
অগতি,adjective
অগত্যা,adjective
অগদ,adjective
অগদতন্ত্র,noun
অগনতি,adjective
অগন্তব্য,adjective
অগভীর,adjective
অগভীরতা,noun
অগম,adjective
অগম্য,adjective
অগম্যা,adjective/feminine
অগম্যাগামী,adjective
অগম্যাগমন,noun
অগম্যতা,noun
অগরু,noun
অগষ্ট,noun
অগস্ট,noun
অগস্ত্য,noun
অগস্ত্যোদয়,noun
অগস্ত্যযাত্রা,noun
অগস্ত্যসহিংসতা,noun
অগ্নায়ী,noun
অগ্নি,noun
অগ্নিকাণ্ড,noun
অগ্নিকার্য,noun
অগ্নিকাষ্ঠ,noun
অগ্নিকুণ্ড,noun
অগ্নিকোণ,noun
অগ্নিকণা,noun
অগ্নিকর্ম,noun
অগ্নিকল্প,adjective
অগ্নিক্রিয়া,noun
অগ্নিক্রীড়া,noun
অগ্নিগর্ভ,adverb
অগ্নিচূর্ণ,noun
অগ্নিজ,adjective
অগ্নিজনক,adjective
অগ্নিতুল্য,adjective
অগ্নিতূলা,noun
অগ্নিতপ্ত,adverb
অগ্নিদ,noun
অগ্নিদাতা,noun
অগ্নিদাত্রী,noun
অগ্নিদান,noun
অগ্নিদাহ,noun
অগ্নিদাহ্য,adverb
অগ্নিদীপক,adjective
অগ্নিদীপ্ত,adjective
অগ্নিদেব,noun
অগ্নিদেবতা,noun
অগ্নিদগ্ধ,adverb
অগ্নিনালিকা,noun
অগ্নিনির্বাপক,noun
অগ্নিপাত্র,noun
অগ্নিপিণ্ড,noun
অগ্নিপুরাণ,noun
অগ্নিপূজা,noun
অগ্নিপক্ব,adverb
অগ্নিপরীক্ষা,noun
অগ্নিপ্রবেশ,noun
অগ্নিপ্রভ,adverb
অগ্নিপ্রভা,noun
অগ্নিপ্রয়োগ,noun
অগ্নিপ্রস্তর,noun
অগ্নিবাণ,noun
অগ্নিবীমা,noun
অগ্নিবৃদ্ধি,noun
অগ্নিবৃষ্টি,noun
অগ্নিবর্ণ,adverb
অগ্নিবর্ধক,adjective
অগ্নিম,noun
অগ্নিমান্দ্য,noun
অগ্নিমূর্তি,adjective
অগ্নিমূল্য,noun
অগ্নিমণি,noun
অগ্নিমন্ত্র,noun
অগ্নিময়,adjective
অগ্নিযুগ,noun
অগ্নিশিখা,noun
অগ্নিশুদ্ধ,adverb
অগ্নিশুদ্ধি,noun
অগ্নিশর্মা,adverb
অগ্নিষ্টোম,noun
অগ্নিসাত,adverb
অগ্নিসাৎ,interjection
অগ্নিসেবন,noun
অগ্নিসখ,noun
অগ্নিসতকার,noun
অগ্নিসত্কার,noun
অগ্নিসহ,adverb
অগ্নিসৎকার,noun
অগ্নিস্ফুলিঙ্গ,noun
অগ্নিস্ফূলিঙ্গ,noun
অগ্নিসংযোগ,noun
অগ্নিসংযোগ,noun
অগ্নিসংস্কার,noun
অগ্নিহোত্র,noun
অগ্নিহোত্রী,noun
অগ্নু্য,noun
অগ্নু্যদ,noun
অগ্নু্যৎপাত,noun
অগ্নু্যৎসব,noun
অগ্নস্ত্র,noun
অগ্ন্য,noun
অগ্ন্যাধান,noun
অগ্ন্যাশয়,noun
অগ্ন্যাশয়,noun
অগ্ন্যুত্পাত,noun
অগ্ন্যুত্সব,noun
অগ্ন্যুদ্গার,noun
অগ্ন্যুদ্গম,noun
অগ্ন্যবতার,noun
অগ্ন্যস্ত্র,noun
অগ্র,adjective
অগ্রাধিকার,noun
অগ্রাধিকারিক,adjective
অগ্রাধিকারক্রম,noun
অগ্রাহ্য,adjective
অগ্রাহ্যতা,noun
অগ্রাংশ,noun
অগ্রিম,adjective
অগ্রিমক,noun
অগ্রিয়,adjective
অগ্রিয়,adjective
অগ্রে,adjective
অগ্রকায়,noun
অগ্রকর,noun
অগ্রক্রয়াধিকার,noun
অগ্রগামিনী,adverb
অগ্রগামী,adverb
অগ্রগণ্য,adjective
অগ্রগণ্যতা,noun
অগ্রগতি,noun
অগ্রগতিশীল,adjective
অগ্রগমন,noun
অগ্রগমনশীল,adjective
অগ্রজ,adjective
অগ্রজা,noun
অগ্রজাত,adjective
অগ্রজিহ্বা,noun
অগ্রজম্মা,noun
অগ্রজ্ঞান,noun
অগ্রণী,adjective
অগ্রতঃ,adverb
অগ্রদানী,noun
অগ্রদূত,noun
অগ্রদত্ত,adjective
অগ্রনেতা,noun
অগ্রপদ,noun
অগ্রপশ্চাত,adverb
অগ্রপশ্চাৎ,adverb
অগ্রবর্তিনী,adverb
অগ্রবর্তী,adverb
অগ্রভাগ,noun
অগ্রমাংস,noun
অগ্রমহিমী,noun
অগ্রমহিষী,noun
অগ্রসামান্যবন্ধনী,noun
অগ্রসার,adjective
অগ্রসূচনা,noun
অগ্রসন্ধানী,adjective
অগ্রসর,adverb
অগ্রসরণ,noun
অগ্রস্থ,adjective
অগ্রস্থিত,adjective
অগ্রহায়ণ,noun
অগ্রহায়ণ,noun
অগ্রহণীয়,adverb
অগ্রহনীয়,adjective
অগ্র্য,adjective
অঘ,noun
অঘা,adjective
অঘাট,noun
অঘোর,adjective
অঘোরে,adverb
অঘোরপন্থী,noun
অঘোষ,adjective
অঘোষবর্ণ,noun
অঘটন,noun
অঘটনীয়,noun
অঘটনীয়,adverb
অঘটনঘটনপটীয়সী,adjective
অঘন,adjective
অঘর,noun
অঘ্রাত,adjective
অঘ্রান,noun
অঙ্ক,noun
অঙ্কিত,adjective
অঙ্কীয়,adjective
অঙ্কীয়,adverb
অঙ্কুর,noun
অঙ্কুরিত,adjective
অঙ্কুরোদয়,noun
অঙ্কুরোদ্গম,noun
অঙ্কুশ,noun
অঙ্কোপরি,adverb
অঙ্কগত,adjective
অঙ্কগর্ভ,adjective
অঙ্কণ,noun
অঙ্কতল,noun
অঙ্কদেশ,noun
অঙ্কন,noun
অঙ্কনীয়,adverb
অঙ্কনতূলিকা,noun
অঙ্কনপট্ট,noun
অঙ্কনবিদ্যা,noun
অঙ্কনশিক্ষক,noun
অঙ্কপাত,noun
অঙ্কপাতন,noun
অঙ্কপালিকা,noun
অঙ্কপাশ,noun
অঙ্কপূরণ,noun
অঙ্কবাচক,adverb
অঙ্কবিত্,noun
অঙ্কবিদ,adjective
অঙ্কবিদ্যা,noun
অঙ্কভাগ,noun
অঙ্কলক্ষ্নী,noun
অঙ্কলক্ষ্মী,noun
অঙ্কশাত্র,noun
অঙ্কশায়িনী,adverb
অঙ্কশায়ী,adverb
অঙ্কশাস্ত্র,noun
অঙ্কশাস্ত্রবিদ,adjective
অঙ্কশগ্রহ,noun
অঙ্কস্থ,adjective
অঙ্কস্থিত,adverb
অঙ্কহরন,noun
অঙ্গ,noun
অঙ্গাঙ্গি,noun
অঙ্গাঙ্গিভাব,noun
অঙ্গাঙ্গিভাবে,adverb
অঙ্গাঙ্গিসম্বন্ধ,noun
অঙ্গাবরণ,noun
অঙ্গাবরন,noun
অঙ্গার,noun
অঙ্গারাম্ল,noun
অঙ্গারিকা,noun
অঙ্গারিত,adjective
অঙ্গারক,noun
অঙ্গারকৃ,adjective
অঙ্গারকমনি,noun
অঙ্গারতূল্য,adjective
অঙ্গারধানিকা,noun
অঙ্গারধানী,noun
অঙ্গারময়,adjective
অঙ্গারযৌগিক,noun
অঙ্গিকারবদ্ধ,adjective
অঙ্গিরা,noun
অঙ্গী,adjective
অঙ্গীকার,noun
অঙ্গীকারপূর্ণ,adjective
অঙ্গীকৃত,adjective
অঙ্গীকরণ,noun
অঙ্গীভূত,adjective
অঙ্গুরি,noun
অঙ্গুরী,noun
অঙ্গুরীয়,noun
অঙ্গুরীয়,noun
অঙ্গুরীয়ক,noun
অঙ্গুল,noun
অঙ্গুলাঙ্ক,noun
অঙ্গুলাস্থি,noun
অঙ্গুলি,noun
অঙ্গুলিগ্রন্থি,noun
অঙ্গুলিঠার,noun
অঙ্গুলিত্র,noun
অঙ্গুলিত্রাণ,noun
অঙ্গুলিনির্দেশ,noun
অঙ্গুলিনলক,noun
অঙ্গুলিপর্ব,noun
অঙ্গুলিমোটন,noun
অঙ্গুলিসংকেত,noun
অঙ্গুলিহেলন,noun
অঙ্গুলী,noun
অঙ্গুলীনির্দেশ,noun
অঙ্গুলীয়ক,noun
অঙ্গুলীয়ক,noun
অঙ্গুলীসংকেত,noun
অঙ্গুলীহেলন,noun
অঙ্গুলনির্দেশ,noun
অঙ্গুলসংকেত,noun
অঙ্গুলহেলন,noun
অঙ্গুষ্ঠ,noun
অঙ্গুষ্ঠানা,noun
অঙ্গক্রিয়া,noun
অঙ্গগ্রহ,noun
অঙ্গগ্লানি,noun
অঙ্গচালন,noun
অঙ্গচালনা,noun
অঙ্গচ্ছেদ,noun
অঙ্গচ্ছেদন,noun
অঙ্গজ,noun
অঙ্গজা,adverb
অঙ্গণ,noun
অঙ্গত্র,noun
অঙ্গত্রাণ,noun
অঙ্গদ,noun
অঙ্গদেশ,noun
অঙ্গন,noun
অঙ্গনা,noun
অঙ্গনিগ্রহ,noun
অঙ্গন্যাস,noun
অঙ্গপ্রায়শ্চিত্ত,noun
অঙ্গপ্রত্যঙ্গ,noun
অঙ্গপ্রসাধন,noun
অঙ্গবিকৃতি,noun
অঙ্গবিক্ষেপ,noun
অঙ্গবিন্যাস,noun
অঙ্গবিহীন,adverb
অঙ্গবিহীনা,adverb
অঙ্গভঙ্গি,noun
অঙ্গভঙ্গী,noun
অঙ্গমর্দ,noun
অঙ্গমর্দিকা,feminine
অঙ্গমর্দী,noun
অঙ্গমর্দক,noun
অঙ্গমর্দন,noun
অঙ্গরাখা,noun
অঙ্গরাগ,noun
অঙ্গরাজ,noun
অঙ্গরাজ্য,noun
অঙ্গরুহ,noun
অঙ্গরূহ,noun
অঙ্গরক্ষ,noun
অঙ্গরক্ষা,noun
অঙ্গলেপ,noun
অঙ্গশুদ্ধি,noun
অঙ্গসেবা,noun
অঙ্গসৌষ্ঠব,noun
অঙ্গসঙ্চালন,noun
অঙ্গসঞ্চালন,noun
অঙ্গস্পর্শ,noun
অঙ্গসংবাহন,noun
অঙ্গসংস্কার,noun
অঙ্গসংস্থান,noun
অঙ্গসংস্থাপন,noun
অঙ্গহানি,noun
অঙ্গহার,noun
অঙ্গহীন,adverb
অঙ্গহীনতা,noun
অঙ্চল,noun
অঙ্চলনিধি,noun
অঙ্চলপ্রভাব,noun
অচাক্ষুষ,adjective
অচাঞ্চল্য,noun
অচালক,noun
অচালন,noun
অচিকিত্সা,noun
অচিকিত্সিত,adverb
অচিকিত্সনীয়,adjective
অচিকিৎসা,noun
অচিকিৎসিত,adjective
অচিকিৎসক,noun
অচিকিৎসনীয়,adjective
অচিকিৎসনীয়,adjective
অচিকিৎস্য,adjective
অচিকীর্ষু,adjective
অচিত্ত,adjective
অচিন,adjective
অচিনা,adverb
অচিন্তিত,adverb
অচিন্তিতপূর্ব,adverb
অচিন্তনীয়,adjective
অচিন্তনীয়,adverb
অচিন্ত্য,adjective
অচির,adjective
অচিরাত্,adverb
অচিরাৎ,adjective
অচিরে,adverb
অচিরকারী,adjective
অচিরকাল,noun
অচিরকালে,adverb
অচিরকালমধ্যে,adverb
অচিরক্রিয়,adjective
অচিরজীবী,adjective
অচিরতা,noun
অচিরদু্যতি,noun
অচিরস্থায়ী,adverb
অচিহ্নিত,adjective
অচু্যত,adjective
অচূর্ণ,adjective
অচূর্ণিত,adjective
অচেতন,adjective
অচেনা,adverb
অচেষ্ট,adjective
অচেষ্টিত,adverb
অচৈতন্য,adverb
অচকিত,adjective
অচক্ষু,adjective
অচঙ্চল,adverb
অচঙ্চলা,adverb
অচচির্ত,adjective
অচঞ্চল,adjective
অচতুর,adverb
অচতুরা,adverb
অচপল,adverb
অচর,adjective
অচরিত,adjective
অচরিতার্থ,adjective
অচর্বিত,adjective
অচল,adverb
অচলঅবস্থা,noun
অচলা,adverb
অচলায়তন,noun
অচলিঞ্চু,adjective
অচলিত,adverb
অচলিষ্ণু,adjective
অচলতা,noun
অচলতড়িৎ,noun
অচলন,noun
অচলনীয়,adverb
অচলরাজ,noun
অচ্ছ,adjective
অচ্ছিদ্র,adjective
অচ্ছিন্ন,adjective
অচ্ছুত,adjective
অচ্ছুতজাতি,noun
অচ্ছুত্,adverb
অচ্ছুত্জাতি,noun
অচ্ছেদ,adjective
অচ্ছেদ্য,noun
অচ্ছোদ,adjective
অচ্ছোদপটল,noun
অচ্ছদ,adjective
অচ্যুত,adverb
অচঁচল,adjective
অছি,noun
অছিয়তনামা,noun
অছিয়তনামা,noun
অছিলা,noun
অছুৎ,adjective
অজ,noun
অজা,noun
অজাগর,noun
অজাগলস্তন,noun
অজাচার,noun
অজাচারী,adjective
অজাত,adjective
অজাতশত্রু,adjective
অজাতশ্নশ্রু,adjective
অজাতশ্মশ্রু,adverb
অজানা,adverb
অজানিত,adjective
অজানিতভাবে,adverb
অজানত,adverb
অজানতে,adverb
অজান্তে,adverb
অজিজ্ঞাসিত,adjective
অজিজ্ঞাস্য,adverb
অজিত,adjective
অজিতাত্ম,noun
অজিতাত্মা,adjective
অজিতেন্দ্রিয়,adverb
অজিন,noun
অজির,noun
অজিহব,adjective
অজিহ্ব,adjective
অজীব,noun
অজীবীয়,adjective
অজীবজনি,noun
অজীর্ণ,noun
অজীর্ন,adjective
অজীর্নতা,noun
অজু,noun
অজুরা,noun
অজুরদার,noun
অজুহাত,noun
অজেয়,adjective
অজেয়,adverb
অজৈব,adjective
অজগর,noun
অজগরবৃত্তি,adjective
অজগরব্রত,adjective
অজচ্ছল,adjective
অজটিল,adjective
অজনত,adjective
অজন্ত,adjective
অজন্মা,adjective
অজপা,noun
অজবীথি,noun
অজবুক,adjective
অজমুর্খ,noun
অজম্মা,noun
অজয়,adjective
অজয়,adverb
অজয়া,noun
অজর,adjective
অজরাময়,adverb
অজরামর,adjective
অজরামরবৎ,adjective
অজল,adjective
অজস্র,adjective
অজহল্লিঙ্গ,noun
অজ্ঞ,adjective
অজ্ঞাত,adjective
অজ্ঞাতে,adverb
অজ্ঞাতকুলশীল,adjective
অজ্ঞাতচরিত্র,adjective
অজ্ঞাতনামা,adjective
অজ্ঞাতপিতৃক,adjective
অজ্ঞাতপূর্ব,adjective
অজ্ঞাতপরিচয়,adjective
অজ্ঞাতপরিচয়,adverb
অজ্ঞাতবাস,noun
অজ্ঞাতরাশি,noun
অজ্ঞাতসারে,adverb
অজ্ঞান,adjective
অজ্ঞানী,adverb
অজ্ঞানে,adverb
অজ্ঞানকৃত,adverb
অজ্ঞানজনিত,adjective
অজ্ঞানতা,noun
অজ্ঞানতিমির,noun
অজ্ঞানতিমিরাচ্ছন্ন,adjective
অজ্ঞানতিমিরান্ধ,adjective
অজ্ঞানতঃ,adverb
অজ্ঞানবাদ,noun
অজ্ঞানবাদী,adjective
অজ্ঞাবাদ,noun
অজ্ঞাবাদী,adjective
অজ্ঞেয়,adjective
অজ্ঞেয়,adverb
অজ্ঞেয়বাদ,noun
অজ্ঞেয়বাদী,adjective
অজ্ঞতা,adjective
অজ্ঞতাবশতঃ,adverb
অজ্ঞতামূলক,adverb
অঝোরে,adverb
অঝোর,adverb
অঝোরে,adjective
অঝর,adjective
অঝরু,adjective
অঝরে,adverb
অঞ্চিত,adjective
অঞ্চল,noun
অঞ্চলনিধি,noun
অঞ্চলপ্রভাব,noun
অঞ্জন,noun
অঞ্জনা,noun
অঞ্জনাদ্রি,noun
অঞ্জনিকা,noun
অঞ্জলি,noun
অঞ্জলিপুট,noun
অঞ্জলিবদ্ধ,adverb
অটুট,adjective
অটো,noun
অটোগ্রাফ,noun
অটোমেটিক,adjective
অটন,noun
অটবি,noun
অটবী,noun
অটল,adjective
অটলতা,noun
অটলভাবে,adverb
অট্ট,adjective
অট্টঅট্ট,noun
অট্টালিকা,noun
অট্টনাদ,noun
অট্টনিনাদ,noun
অট্টরোল,noun
অট্টরব,noun
অট্টহাস,noun
অট্টহাসি,noun
অট্টহাস্য,noun
অডিকলন,noun
অডিট,noun
অডিটর,noun
অড়হর,noun
অড়র,noun
অড়হর,noun
অঢেল,adjective
অণাবাসিক,adjective
অণি,noun
অণিমা,noun
অণু,noun
অণুচ্ছেদ,noun
অণুবীক্ষণ,noun
অণুভা,noun
অণুমাত্র,noun
অণুরেণু,noun
অণ্ড,noun
অণ্ডাকার,adverb
অণ্ডাকৃতি,adverb
অণ্ডাশয়,noun
অণ্ডাশয়,noun
অণ্ডকোষ,noun
অণ্ডকোষবৃদ্ধি,noun
অণ্ডজ,adverb
অণ্ডপ্রসূ,adjective
অণ্ডবর্ধন,noun
অত,adjective
অতারকিত,adjective
অতি,adjective
অতিকায়,adjective
অতিকায়,adverb
অতিকুসীদ,noun
অতিকৌসীদ,noun
অতিকথা,noun
অতিকথিত,adjective
অতিক্রান্ত,adverb
অতিক্রম,noun
অতিক্রমকারী,adjective
অতিক্রমণ,noun
অতিক্রমণীয়,adverb
অতিক্রম্য,adverb
অতিক্ষেত্র,noun
অতিক্ষেত্রিক,adjective
অতিগ,adjective
অতিগর্ব,noun
অতিগর্বিত,adjective
অতিগর্হিত,adjective
অতিচালাক,adverb
অতিচ্ছত্র,noun
অতিছত্রা,noun
অতিজাত,adjective
অতিজীবন,noun
অতিজন,noun
অতিতাপিত,adjective
অতিতপ্ত,adverb
অতিতর,adjective
অতিথি,noun
অতিথিবৃন্দ,noun
অতিথিবত্সল,adverb
অতিথিবৎসল,adjective
অতিথিশালা,noun
